ENCFF211JXU	cortex_5x_f_1_1
ENCFF663GCV	cortex_5x_f_1_2
ENCFF428AJY	hippocampus_wt_m_1_1
ENCFF648REP	hippocampus_wt_m_1_2
ENCFF226FNF	forelimb_e11_1_1
ENCFF033LIM	hippocampus_5x_f_1_1
ENCFF794EDV	hippocampus_5x_f_1_2
ENCFF505EPC	cortex_wt_f_1_1
ENCFF525AQR	cortex_wt_f_1_2
ENCFF479KNZ	forelimb_e13_1_1
ENCFF163ANR	c2c12_myoblast_2_1
ENCFF999UDH	c2c12_myoblast_2_2
ENCFF405HLV	cortex_wt_m_2_1
ENCFF149EOM	cortex_wt_m_2_2
ENCFF316LYP	hippocampus_wt_f_1_1
ENCFF041PKK	hippocampus_wt_f_1_2
ENCFF008ZCM	hippocampus_5x_m_1_1
ENCFF458RBM	hippocampus_5x_m_1_2
ENCFF550PML	cortex_5x_m_1_1
ENCFF244NTP	cortex_5x_m_1_2
ENCFF498FMF	adrenal_gland_1_1
ENCFF134BVW	adrenal_gland_1_2
