4,6
6,8
6,9
10,19
12,21
13,22
20,32
24,43
25,51
31,87
31,88
32,89
33,91
34,92
35,93
37,95
39,97
47,107
47,110
47,123
48,126
50,129
51,132
51,136
51,138
51,143
52,145
58,153
59,154
60,157
60,159
60,168
60,172
60,173
61,174
61,175
61,179
62,180
63,185
63,186
63,187
64,191
64,192
65,193
66,194
66,195
66,196
66,197
67,198
67,199
67,200
70,204
70,213
72,215
72,216
72,217
72,219
72,220
74,222
75,225
75,226
75,228
75,229
75,232
75,233
75,234
81,247
84,257
84,258
84,259
85,260
85,261
86,263
86,264
86,265
86,266
86,267
87,270
87,271
88,272
88,273
88,274
90,278
90,279
90,280
90,281
90,282
90,283
90,284
90,285
90,287
90,288
90,296
91,299
92,302
92,305
93,310
93,318
93,319
95,322
96,328
96,329
96,332
96,333
96,334
96,335
96,337
96,338
96,340
96,365
96,366
96,367
96,368
96,370
96,371
96,372
96,374
99,379
99,380
99,381
100,382
101,383
101,384
101,385
101,386
103,392
103,394
103,397
103,398
103,399
104,402
104,403
104,404
104,405
104,406
106,411
106,412
106,414
106,417
106,420
106,424
107,429
107,430
107,431
107,432
107,433
107,435
108,437
108,438
108,439
108,441
110,444
111,445
111,446
111,447
111,449
112,450
114,453
114,454
114,455
115,457
115,458
116,460
116,462
117,463
117,464
117,465
119,470
119,471
119,472
120,477
120,479
121,480
121,481
121,482
121,483
122,485
124,487
125,488
126,489
126,490
126,491
126,492
126,493
126,494
126,496
126,501
126,502
126,504
126,511
126,518
126,519
126,520
127,521
127,523
127,524
127,527
127,528
127,529
128,531
128,532
128,534
128,535
129,540
130,541
130,542
130,543
130,544
130,545
131,546
132,548
133,550
133,554
133,557
133,558
133,569
133,570
136,577
136,579
136,580
137,583
137,584
137,586
137,587
137,590
137,593
137,595
138,600
138,601
138,602
138,609
140,611
140,613
141,615
141,616
141,618
141,619
142,623
142,624
143,631
144,632
144,633
144,636
144,637
144,638
144,640
144,643
144,646
144,648
144,650
146,653
146,659
146,661
146,677
147,679
149,682
149,685
149,686
149,688
149,689
149,692
149,694
149,696
151,698
152,702
152,703
152,704
152,710
152,711
153,713
154,714
154,715
155,716
156,717
156,719
156,720
156,721
156,722
156,724
156,725
157,726
157,728
157,730
158,742
161,745
161,747
162,757
163,759
164,760
164,761
164,763
164,764
165,767
165,768
165,771
165,773
165,774
165,775
165,777
165,778
165,779
165,781
168,784
168,785
168,786
168,787
168,788
168,789
168,791
168,793
168,797
168,798
168,799
168,800
169,801
170,810
177,819
178,820
178,823
178,827
183,841
184,842
184,843
184,844
184,848
185,849
186,851
186,852
189,859
189,860
190,861
190,862
190,864
190,866
190,867
190,870
191,871
191,873
193,886
194,888
194,890
194,891
194,892
194,894
194,895
194,897
194,898
194,901
194,902
194,903
194,904
194,907
194,911
194,912
194,914
197,920
197,921
197,922
197,923
198,924
198,925
198,926
200,928
201,929
201,930
201,931
201,933
201,935
202,941
202,942
202,943
202,944
202,947
202,948
203,952
203,953
203,954
204,955
204,956
205,959
207,964
208,967
214,979
214,980
226,1000
227,1008
227,1010
227,1011
227,1013
227,1014
227,1017
227,1019
227,1025
230,1033
230,1034
230,1035
230,1036
230,1037
230,1039
232,1042
232,1043
232,1049
233,1050
233,1051
233,1052
233,1053
234,1055
235,1057
236,1058
237,1059
237,1060
237,1061
237,1062
237,1063
237,1064
238,1069
239,1071
239,1073
239,1075
240,1093
243,1096
243,1097
243,1100
243,1102
243,1103
243,1104
243,1109
243,1110
243,1115
244,1118
244,1119
244,1120
244,1125
244,1126
244,1127
245,1130
248,1137
248,1138
249,1141
249,1142
249,1143
249,1145
249,1148
250,1149
250,1150
250,1151
250,1153
250,1154
251,1155
251,1156
252,1157
252,1159
252,1162
252,1163
253,1167
253,1168
253,1173
253,1174
253,1175
257,1184
257,1185
257,1186
257,1187
257,1188
257,1189
257,1194
258,1199
264,1206
267,1209
267,1210
268,1212
269,1216
269,1217
269,1219
269,1221
271,1224
272,1227
274,1231
274,1233
274,1234
274,1235
274,1236
274,1237
278,1246
278,1247
278,1248
278,1249
286,1258
286,1259
286,1260
288,1264
288,1267
288,1268
288,1280
292,1285
298,1291
298,1293
298,1294
298,1295
298,1296
298,1306
300,1309
305,1317
308,1322
310,1333
313,1342
314,1344
314,1345
314,1346
315,1347
315,1350
316,1351
317,1352
317,1353
319,1356
320,1357
321,1358
322,1359
322,1360
322,1363
323,1366
324,1372
326,1374
327,1375
327,1378
327,1379
330,1384
330,1385
330,1386
330,1387
333,1391
333,1392
333,1393
333,1394
335,1396
335,1397
335,1399
340,1405
340,1406
341,1407
341,1408
341,1409
341,1415
341,1416
342,1417
345,1420
345,1421
350,1442
351,1444
351,1446
351,1451
352,1453
353,1454
353,1455
353,1456
354,1459
354,1461
354,1462
355,1464
356,1465
356,1467
357,1468
358,1470
360,1475
360,1477
360,1479
360,1480
363,1485
365,1491
365,1492
365,1495
365,1496
365,1499
365,1500
365,1504
365,1506
365,1522
367,1528
367,1530
367,1531
368,1532
368,1533
369,1534
369,1535
370,1540
370,1541
372,1552
372,1553
373,1554
373,1555
373,1556
373,1560
376,1564
379,1568
379,1569
379,1571
383,1575
383,1576
387,1582
388,1587
388,1589
388,1590
388,1591
