Precision,Recall,threshold,sample
0.3453563159248778,0.7688430698739978,8,K562
0.2305545217714923,0.7970408491476358,11,pc3
0.1973507845147047,0.8247116968698517,8,OCILY7
0.4112301200908795,0.7534939042521558,5,GM12878
0.3666115311909262,0.7219637040483946,7,pgp1
0.5279066171923315,0.7314695801199658,11,adrenal gland
